Location,Month,Pollutant,Concentration
URTON GRANGE HAWNBY HELMESLEY 280,04,"3,4.5000
URTON GRANGE HAWNBY HELMESLEY 280,04,1122TetClEth,2.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,112TCEthan,9811.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,2-Ethylphenl,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,245-T,4.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,245Trichlphl,9818.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,2Chlorophenl,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,2Phenoxyprop,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,3Chlorophenl,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,4-CAA,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,4Cl3MePhenol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,4ClPhenol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,4Phenoxbutyr,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Acrb-slphn,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Acrb-slphx,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Aldicarb,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Aluminium-Al,10.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Asulam,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,Azoxystrobin,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,BROMO-DCM,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Barium - Ba,52.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Benazolin,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Bentazone,0.0030
URTON GRANGE HAWNBY HELMESLEY 280,04,Benzene,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Boron - as B,100.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Bromoform,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Bromoxynil,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Cadmium - Cd,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Calcium - Ca,82.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Carbaryl,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Carbendazim,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Carbetamide,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Carbofuran,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Carbon Tet,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Chlordbrmthn,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Chloridazon,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Chlorobenzen,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Chloroform,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Chloroxuran,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Chlortoluron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Chromium -Cr,0.5000
URTON GRANGE HAWNBY HELMESLEY 280,04,Clopyralid,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Cond @ 25C,481.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Copper - Cu,1.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Dicamba,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Diflurobnzrn,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Diuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,ETBE,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Ethenylbenzn,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Ethiofencarb,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Ethirimol,0.0500
URTON GRANGE HAWNBY HELMESLEY 280,04,Ethylbenzene,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Fenoprop,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Fenuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Fluoroxypyr,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Imazapyr,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Ioxynil,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Iron - as Fe,30.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Isoproturon,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Lead - as Pb,2.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Linuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Lithium - Li,100.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,MCPA,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,MCPB,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,MTBE,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Magnesium-Mg,2.5000
URTON GRANGE HAWNBY HELMESLEY 280,04,Manganse-Mn,10.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Mecoprop,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Methabnzthzn,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Methiocarb,0.0010
URTON GRANGE HAWNBY HELMESLEY 280,04,Methomyl,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Metoxuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,MetsulfrnMyl,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Monolinuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Monuron,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Neburon,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Nickel - Ni,1.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,O Diss %sat,9901.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Oxamyl,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Pentachlrphl,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,Phenol,0.0500
URTON GRANGE HAWNBY HELMESLEY 280,04,PhenoxytcAcd,0.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,Pichloram,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Potassium- K,1.9000
URTON GRANGE HAWNBY HELMESLEY 280,04,Propoxur,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Sodium - Na,13.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Strontium-Sr,140.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,Sulcotrione,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Sulphate SO4,19.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,TAME,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Temp Water,8.4000
URTON GRANGE HAWNBY HELMESLEY 280,04,TetClEthene,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Toluene,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Trichloroeth,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Triclopyr,0.0050
URTON GRANGE HAWNBY HELMESLEY 280,04,Trihalomethn,0.4000
URTON GRANGE HAWNBY HELMESLEY 280,04,Vinyl Cl,0.1000
URTON GRANGE HAWNBY HELMESLEY 280,04,Zinc - as Zn,5.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,c12DClEthe,6538.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,m-Cresol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,m-p-Xylene,6716.0000
URTON GRANGE HAWNBY HELMESLEY 280,04,o-Cresol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,p-C-o-Cresol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,p-Cresol,0.0200
URTON GRANGE HAWNBY HELMESLEY 280,04,pH,8.0100
URTON GRANGE HAWNBY HELMESLEY 280,04,t12DCEe,6539.0000
URTON GRANGE HAWNBY HELMESLEY 280,07,Alky pH 4.5,150.0000
URTON GRANGE HAWNBY HELMESLEY 280,07,Ammonia(N),0.0300
URTON GRANGE HAWNBY HELMESLEY 280,07,Chloride Ion,32.0000
URTON GRANGE HAWNBY HELMESLEY 280,07,Cond @ 25C,472.0000
URTON GRANGE HAWNBY HELMESLEY 280,07,Nitrate-N,5.5000
URTON GRANGE HAWNBY HELMESLEY 280,07,Nitrite-N,0.0040
URTON GRANGE HAWNBY HELMESLEY 280,07,O Diss %sat,9901.0000
URTON GRANGE HAWNBY HELMESLEY 280,07,Temp Water,9.9000
URTON GRANGE HAWNBY HELMESLEY 280,07,pH,7.9400
URTON GRANGE HAWNBY HELMESLEY 280,10,Alky pH 4.5,160.0000
URTON GRANGE HAWNBY HELMESLEY 280,10,Ammonia(N),0.0300
URTON GRANGE HAWNBY HELMESLEY 280,10,Chloride Ion,33.0000
URTON GRANGE HAWNBY HELMESLEY 280,10,Cond @ 25C,477.0000
URTON GRANGE HAWNBY HELMESLEY 280,10,Nitrate-N,5.5000
URTON GRANGE HAWNBY HELMESLEY 280,10,Nitrite-N,0.0040
URTON GRANGE HAWNBY HELMESLEY 280,10,O Diss %sat,9901.0000
URTON GRANGE HAWNBY HELMESLEY 280,10,Temp Water,9.3000
URTON GRANGE HAWNBY HELMESLEY 280,10,pH,7.7000
URTON PIDSEA DRAIN AT WEST BRIDG,06,Alky pH 4.5,270.0000
URTON PIDSEA DRAIN AT WEST BRIDG,06,Ammonia(N),0.1500
URTON PIDSEA DRAIN AT WEST BRIDG,06,Cond @ 25C,847.0000
URTON PIDSEA DRAIN AT WEST BRIDG,06,NH3 un-ion,0.0034
URTON PIDSEA DRAIN AT WEST BRIDG,06,Nitrate-N,4.9900
URTON PIDSEA DRAIN AT WEST BRIDG,06,Nitrite-N,0.1100
URTON PIDSEA DRAIN AT WEST BRIDG,06,O Diss %sat,9901.0000
URTON PIDSEA DRAIN AT WEST BRIDG,06,Temp Water,14.1000
URTON PIDSEA DRAIN AT WEST BRIDG,06,pH,7.9600
URTON PIDSEA DRAIN AT WEST BRIDG,07,Alky pH 4.5,180.0000
URTON PIDSEA DRAIN AT WEST BRIDG,07,Ammonia(N),0.5000
URTON PIDSEA DRAIN AT WEST BRIDG,07,Cond @ 25C,721.0000
URTON PIDSEA DRAIN AT WEST BRIDG,07,NH3 un-ion,0.0093
URTON PIDSEA DRAIN AT WEST BRIDG,07,Nitrate-N,15.7000
URTON PIDSEA DRAIN AT WEST BRIDG,07,Nitrite-N,0.3000
URTON PIDSEA DRAIN AT WEST BRIDG,07,O Diss %sat,9901.0000
URTON PIDSEA DRAIN AT WEST BRIDG,07,Temp Water,15.5000
URTON PIDSEA DRAIN AT WEST BRIDG,07,pH,7.8300
URTON PIDSEA DRAIN AT WEST BRIDG,08,Alky pH 4.5,310.0000
URTON PIDSEA DRAIN AT WEST BRIDG,08,Ammonia(N),0.7000
URTON PIDSEA DRAIN AT WEST BRIDG,08,Cond @ 25C,974.0000
URTON PIDSEA DRAIN AT WEST BRIDG,08,NH3 un-ion,0.0122
URTON PIDSEA DRAIN AT WEST BRIDG,08,Nitrate-N,6.9700
URTON PIDSEA DRAIN AT WEST BRIDG,08,Nitrite-N,0.3300
URTON PIDSEA DRAIN AT WEST BRIDG,08,O Diss %sat,9901.0000
URTON PIDSEA DRAIN AT WEST BRIDG,08,Temp Water,17.1000
URTON PIDSEA DRAIN AT WEST BRIDG,08,pH,7.7500
URTON PIDSEA DRAIN AT WEST BRIDG,09,Alky pH 4.5,260.0000
URTON PIDSEA DRAIN AT WEST BRIDG,09,Ammonia(N),0.1000
URTON PIDSEA DRAIN AT WEST BRIDG,09,Cond @ 25C,924.0000
URTON PIDSEA DRAIN AT WEST BRIDG,09,NH3 un-ion,0.0013
URTON PIDSEA DRAIN AT WEST BRIDG,09,Nitrate-N,10.8000
URTON PIDSEA DRAIN AT WEST BRIDG,09,Nitrite-N,0.2500
URTON PIDSEA DRAIN AT WEST BRIDG,09,O Diss %sat,9901.0000
URTON PIDSEA DRAIN AT WEST BRIDG,09,Temp Water,15.6000
URTON PIDSEA DRAIN AT WEST BRIDG,09,pH,7.6800
URTON PIDSEA DRAIN AT WEST BRIDG,10,Alky pH 4.5,130.0000
URTON PIDSEA DRAIN AT WEST BRIDG,10,Ammonia(N),0.2800
URTON PIDSEA DRAIN AT WEST BRIDG,10,Cond @ 25C,913.0000
URTON PIDSEA DRAIN AT WEST BRIDG,10,NH3 un-ion,0.0026
URTON PIDSEA DRAIN AT WEST BRIDG,10,Nitrate-N,32.8000
URTON PIDSEA DRAIN AT WEST BRIDG,10,Nitrite-N,0.2400
URTON PIDSEA DRAIN AT WEST BRIDG,10,O Diss %sat,9901.0000
URTON PIDSEA DRAIN AT WEST BRIDG,10,Temp Water,13.3000
URTON PIDSEA DRAIN AT WEST BRIDG,10,pH,7.5900
URTON PIDSEA WPC WORKS FINAL EFFLUEN,01,Ammonia(N),4.4000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,01,BOD ATU,8.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,02,Ammonia(N),0.5000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,02,BOD ATU,6.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,03,Ammonia(N),1.5000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,03,BOD ATU,11.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,04,Ammonia(N),0.5000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,04,BOD ATU,9.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,05,Ammonia(N),1.6000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,05,BOD ATU,11.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,07,Ammonia(N),0.9000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,07,BOD ATU,8.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,08,Ammonia(N),0.6000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,08,BOD ATU,8.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,09,Ammonia(N),1.1000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,09,BOD ATU,8.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,10,Ammonia(N),0.5000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,10,BOD ATU,10.0000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,11,Ammonia(N),0.6000
URTON PIDSEA WPC WORKS FINAL EFFLUEN,11,BOD ATU,9.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,"1,1.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,"2,1639.8333
URY'EM WICK FARM TIMBLE OTLEY 288,02,"3,4.5000
URY'EM WICK FARM TIMBLE OTLEY 288,02,1122TetClEth,2.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,112TCEthan,9811.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,11Cl-PF3OUdS,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,2-Ethylphenl,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,245Trichlphl,9818.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,2Chlorophenl,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,3:3 FTCA,0.0040
URY'EM WICK FARM TIMBLE OTLEY 288,02,3Chlorophenl,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,4:2 FTSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,4Cl3MePhenol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,4ClPhenol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,5:3 FTCA,3.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,6:2 FTSA,0.0022
URY'EM WICK FARM TIMBLE OTLEY 288,02,7:3 FTCA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,8:2 FTSA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,9Cl-PF3ONS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,Acrb-slphn,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Acrb-slphx,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Aldicarb,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Alky pH 4.5,5.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ammonia(N),0.0300
URY'EM WICK FARM TIMBLE OTLEY 288,02,Asulam,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,Azoxystrobin,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,Benzene,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Bicarb HCO3,6.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Bromoform,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,C - Org Filt,301.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Carbaryl,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Carbendazim,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Carbetamide,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Carbofuran,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chlordbrmthn,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chloridazon,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chloride Ion,8.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chlorobenzen,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chloroform,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chloroxuran,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Chlortoluron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Cond @ 25C,74.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Cu BLM Bio,0.0900
URY'EM WICK FARM TIMBLE OTLEY 288,02,Diflurobnzrn,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Diuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,EtFOSA,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,EtFOSAA-B,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,EtFOSAA-L,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ethenylbenzn,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ethiofencarb,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ethirimol,0.0500
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ethylbenzene,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,FBSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,FOSA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,Fenuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,HFPO-DA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,IonicBal Dis,3.6200
URY'EM WICK FARM TIMBLE OTLEY 288,02,Isoproturon,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Linuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,MTBE,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,MeFOSAA-B,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,MeFOSAA-L,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,Methabnzthzn,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Methiocarb,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,Methomyl,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Metoxuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,MetsulfrnMyl,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Mn BLM Bio,8.8000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Monolinuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Monuron,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,N-MeFOSA,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,Neburon,0.0100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Ni BLM Bio,0.1500
URY'EM WICK FARM TIMBLE OTLEY 288,02,Nitrate-N,1.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Nitrite-N,0.0040
URY'EM WICK FARM TIMBLE OTLEY 288,02,O Diss %sat,9901.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Oxamyl,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFBA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFBS,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFDS,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFDoS,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFEESA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFHpS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFHxS-B,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFHxS-L,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFHxSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFMOPrA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFNS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFODA,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFOS (B),0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFOS (L),0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFPeS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFUnDS,0.0040
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFdecncAcid,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFdodencAcid,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFecHS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFheptncAcid,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFhexncAcid,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFnonncAcid,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFoctncAcid,0.0011
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFpentncAcid,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFtetdncAcid,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,PFundencAcid,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,02,Pb BLM Bio,0.2100
URY'EM WICK FARM TIMBLE OTLEY 288,02,Pentachlrphl,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,Phenol,0.0500
URY'EM WICK FARM TIMBLE OTLEY 288,02,Propoxur,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,02,Sulcotrione,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Temp Water,8.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,TetClEthene,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Toluene,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Trichloroeth,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Vinyl Cl,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,02,Zn BLM Bio,2.3000
URY'EM WICK FARM TIMBLE OTLEY 288,02,c12DClEthe,6538.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,m-Cresol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,m-p-Xylene,6716.0000
URY'EM WICK FARM TIMBLE OTLEY 288,02,o-Cresol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,p-C-o-Cresol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,p-Cresol,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,02,pH,6.5000
URY'EM WICK FARM TIMBLE OTLEY 288,02,t12DCEe,6539.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,11Cl-PF3OUdS,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,3:3 FTCA,0.0040
URY'EM WICK FARM TIMBLE OTLEY 288,05,4:2 FTSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,5:3 FTCA,3.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,6:2 FTSA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,7:3 FTCA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,8:2 FTSA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,9Cl-PF3ONS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,Aluminium-Al,400.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Barium - Ba,50.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Boron - as B,100.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Cadmium - Cd,0.1000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Calcium - Ca,3.8000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Chromium -Cr,0.6100
URY'EM WICK FARM TIMBLE OTLEY 288,05,Cond @ 25C,79.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Copper - Cu,2.4000
URY'EM WICK FARM TIMBLE OTLEY 288,05,EtFOSA,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,05,EtFOSAA-B,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,05,EtFOSAA-L,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,FBSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,FOSA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,HFPO-DA,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,Iron - as Fe,1300.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Lead - as Pb,3.1000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Lithium - Li,100.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Magnesium-Mg,2.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,Manganse-Mn,19.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,MeFOSAA-B,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,MeFOSAA-L,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,N-MeFOSA,0.0200
URY'EM WICK FARM TIMBLE OTLEY 288,05,Nickel - Ni,1.1000
URY'EM WICK FARM TIMBLE OTLEY 288,05,O Diss %sat,9901.0000
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFBA,0.0012
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFBS,0.0010
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFDS,0.0020
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFDoS,0.0050
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFEESA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFHpS,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFHxS-B,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFHxS-L,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFHxSA,0.0005
URY'EM WICK FARM TIMBLE OTLEY 288,05,PFMOBA,0.0005
